;Country;Year;Sex;BMI;SBP;FAT;AtRisk
1790;Cambodia;2001;female;20.97516;117.5827;4.427278;No
1791;Cambodia;2002;female;21.08197;117.6568;4.443956;No
1792;Cambodia;2003;female;21.18149;117.7201;4.460897;No
1793;Cambodia;2004;female;21.27355;117.7531;4.478246;No
1794;Cambodia;2005;female;21.3799;117.7437;4.496943;No
1795;Cambodia;2006;female;21.48615;117.7075;4.515828;No
1796;Cambodia;2007;female;21.59359;117.6488;4.535217;No
1797;Cambodia;2008;female;21.69608;117.5528;4.554549;No
1798;Cameroon;1980;male;21.78602;132.8411;4.197154;No
1799;Cameroon;1981;male;21.86229;132.6027;4.196453;No
1800;Cameroon;1982;male;21.94666;132.3929;4.198229;No
1801;Cameroon;1983;male;22.03968;132.1944;4.199553;No
1802;Cameroon;1984;male;22.11848;131.9618;4.205079;No
1803;Cameroon;1985;male;22.21209;131.7522;4.208484;No
1804;Cameroon;1986;male;22.30308;131.5111;4.210636;No
1805;Cameroon;1987;male;22.35705;131.198;4.214219;No
1806;Cameroon;1988;male;22.39403;130.8344;4.213313;No
1807;Cameroon;1989;male;22.42781;130.4399;4.205749;No
1808;Cameroon;1990;male;22.4571;130.0658;4.195339;No
1809;Cameroon;1991;male;22.48289;129.703;4.180423;No
1810;Cameroon;1992;male;22.50597;129.3174;4.161129;No
1811;Cameroon;1993;male;22.53125;129.0054;4.141186;No
1812;Cameroon;1994;male;22.56063;128.747;4.119454;No
1813;Cameroon;1995;male;22.59547;128.5558;4.099658;No
1814;Cameroon;1996;male;22.63932;128.4545;4.082958;No
1815;Cameroon;1997;male;22.69765;128.4355;4.070117;No
1816;Cameroon;1998;male;22.76663;128.4985;4.060647;No
1817;Cameroon;1999;male;22.8312;128.5947;4.055061;No
1818;Cameroon;2000;male;22.90632;128.774;4.051721;No
1819;Cameroon;2001;male;22.98135;128.9917;4.051968;No
1820;Cameroon;2002;male;23.07282;129.2626;4.053227;No
1821;Cameroon;2003;male;23.16918;129.5595;4.055424;No
1822;Cameroon;2004;male;23.27218;129.903;4.057655;No
1823;Cameroon;2005;male;23.37502;130.2584;4.058519;No
1824;Cameroon;2006;male;23.47444;130.5952;4.060518;No
1825;Cameroon;2007;male;23.57521;130.9404;4.063623;No
1826;Cameroon;2008;male;23.68173;131.2896;4.065937;No
1827;Cameroon;1980;female;21.52202;125.8566;4.661961;No
1828;Cameroon;1981;female;21.64721;125.9874;4.657167;No
1829;Cameroon;1982;female;21.78201;126.1332;4.654301;No
1830;Cameroon;1983;female;21.91054;126.2906;4.6515;No
1831;Cameroon;1984;female;22.04621;126.3448;4.650291;No
1832;Cameroon;1985;female;22.18679;126.441;4.649232;No
1833;Cameroon;1986;female;22.32596;126.5065;4.646423;No
1834;Cameroon;1987;female;22.44293;126.3996;4.640606;No
1835;Cameroon;1988;female;22.54006;126.2396;4.629687;No
1836;Cameroon;1989;female;22.62573;126.069;4.61381;No
1837;Cameroon;1990;female;22.70601;125.8849;4.595673;No
1838;Cameroon;1991;female;22.77285;125.7139;4.574082;No
1839;Cameroon;1992;female;22.84369;125.5518;4.548398;No
1840;Cameroon;1993;female;22.90583;125.4181;4.522669;No
1841;Cameroon;1994;female;22.97165;125.3278;4.496038;No
1842;Cameroon;1995;female;23.04433;125.2773;4.470838;No
1843;Cameroon;1996;female;23.12848;125.2755;4.447777;No
1844;Cameroon;1997;female;23.23849;125.3293;4.428366;No
1845;Cameroon;1998;female;23.36805;125.423;4.411922;No
1846;Cameroon;1999;female;23.50664;125.5166;4.396384;No
1847;Cameroon;2000;female;23.66765;125.6445;4.382805;No
1848;Cameroon;2001;female;23.82855;125.781;4.370724;No
1849;Cameroon;2002;female;23.99221;125.9758;4.359665;No
1850;Cameroon;2003;female;24.15956;126.1843;4.348895;No
1851;Cameroon;2004;female;24.32915;126.4065;4.338167;No
1852;Cameroon;2005;female;24.49248;126.6417;4.326;No
1853;Cameroon;2006;female;24.64737;126.862;4.313632;No
1854;Cameroon;2007;female;24.79912;127.071;4.301928;No
1855;Cameroon;2008;female;24.9527;127.2823;4.289969;No
1856;Canada;1980;male;25.24074;131.0402;5.640598;Yes
1857;Canada;1981;male;25.33069;130.9155;5.617574;Yes
1858;Canada;1982;male;25.4102;130.7018;5.591285;Yes
1859;Canada;1983;male;25.48895;130.5128;5.568269;Yes
1860;Canada;1984;male;25.57519;130.3074;5.544965;Yes
1861;Canada;1985;male;25.66346;130.136;5.524339;Yes
1862;Canada;1986;male;25.75539;130.0098;5.501749;Yes
1863;Canada;1987;male;25.85306;129.9283;5.479545;No
1864;Canada;1988;male;25.94492;129.9012;5.463727;No
1865;Canada;1989;male;26.04039;129.8791;5.450308;No
1866;Canada;1990;male;26.1324;129.8233;5.434407;No
1867;Canada;1991;male;26.22243;129.6972;5.414004;No
1868;Canada;1992;male;26.31568;129.5323;5.393355;No
1869;Canada;1993;male;26.40651;129.3001;5.371437;No
1870;Canada;1994;male;26.49979;129.0447;5.351969;No
1871;Canada;1995;male;26.58874;128.7658;5.334204;No
1872;Canada;1996;male;26.67114;128.4153;5.312799;No
1873;Canada;1997;male;26.75346;128.0165;5.289971;No
1874;Canada;1998;male;26.83631;127.6234;5.27206;No
1875;Canada;1999;male;26.91646;127.2328;5.254929;No
1876;Canada;2000;male;26.99336;126.8499;5.239426;No
1877;Canada;2001;male;27.06234;126.4527;5.224809;No
1878;Canada;2002;male;27.12542;126.0435;5.210621;No
1879;Canada;2003;male;27.18538;125.6238;5.193343;No
1880;Canada;2004;male;27.24205;125.214;5.177506;No
1881;Canada;2005;male;27.29581;124.8126;5.158259;No
1882;Canada;2006;male;27.35018;124.4236;5.13854;No
1883;Canada;2007;male;27.40416;124.0326;5.116271;No
1884;Canada;2008;male;27.4521;123.642;5.094217;No
1885;Canada;1980;female;24.09921;124.8522;5.64704;No
1886;Canada;1981;female;24.20033;124.7402;5.627725;No
1887;Canada;1982;female;24.29829;124.5755;5.604993;No
1888;Canada;1983;female;24.39552;124.3888;5.584798;No
1889;Canada;1984;female;24.50234;124.2374;5.564659;No
1890;Canada;1985;female;24.61321;124.0878;5.546351;No
1891;Canada;1986;female;24.72117;123.9771;5.526585;No
1892;Canada;1987;female;24.83096;123.9003;5.507387;No
1893;Canada;1988;female;24.93661;123.7794;5.492499;No
1894;Canada;1989;female;25.046;123.6425;5.480365;No
1895;Canada;1990;female;25.14319;123.5067;5.466825;No
1896;Canada;1991;female;25.22367;123.3829;5.450235;No
1897;Canada;1992;female;25.30642;123.2469;5.434269;No
1898;Canada;1993;female;25.39836;123.095;5.417213;No
1899;Canada;1994;female;25.49248;122.9185;5.401991;No
1900;Canada;1995;female;25.58741;122.6924;5.387396;No
1901;Canada;1996;female;25.68735;122.4404;5.368937;No
1902;Canada;1997;female;25.79637;122.1805;5.348473;No
1903;Canada;1998;female;25.91079;121.8822;5.331397;No
1904;Canada;1999;female;26.01716;121.5804;5.314191;No
1905;Canada;2000;female;26.11965;121.2606;5.297493;No
1906;Canada;2001;female;26.2145;120.8976;5.280686;No
1907;Canada;2002;female;26.29888;120.5054;5.263165;No
1908;Canada;2003;female;26.3795;120.1052;5.243817;No
1909;Canada;2004;female;26.45484;119.6756;5.225732;No
1910;Canada;2005;female;26.51921;119.2675;5.205277;No
1911;Canada;2006;female;26.58187;118.858;5.184682;No
1912;Canada;2007;female;26.6421;118.4675;5.163012;No
1913;Canada;2008;female;26.69829;118.0571;5.141006;No
1914;Cape Verde;1980;male;20.65607;136.7565;4.230469;No
1915;Cape Verde;1981;male;20.71493;136.4493;4.220667;No
1916;Cape Verde;1982;male;20.77269;136.1874;4.217215;No
1917;Cape Verde;1983;male;20.84066;135.8758;4.21221;No
1918;Cape Verde;1984;male;20.91738;135.5782;4.207019;No
1919;Cape Verde;1985;male;20.99708;135.3567;4.205803;No
1920;Cape Verde;1986;male;21.07982;135.1127;4.201343;No
1921;Cape Verde;1987;male;21.19;134.8933;4.185834;No
1922;Cape Verde;1988;male;21.30276;134.6987;4.176317;No
1923;Cape Verde;1989;male;21.39508;134.5392;4.172265;No
1924;Cape Verde;1990;male;21.48587;134.4464;4.175105;No
1925;Cape Verde;1991;male;21.57392;134.3965;4.179963;No
1926;Cape Verde;1992;male;21.66202;134.2969;4.187163;No
1927;Cape Verde;1993;male;21.74446;134.2101;4.192871;No
1928;Cape Verde;1994;male;21.83323;134.1495;4.192713;No
1929;Cape Verde;1995;male;21.9515;134.2126;4.198751;No
1930;Cape Verde;1996;male;22.0401;134.2437;4.199725;No
1931;Cape Verde;1997;male;22.13422;134.3348;4.204323;No
1932;Cape Verde;1998;male;22.24215;134.5176;4.209039;No
1933;Cape Verde;1999;male;22.35591;134.7505;4.215143;No
1934;Cape Verde;2000;male;22.47423;135.0404;4.221495;No
1935;Cape Verde;2001;male;22.59267;135.3796;4.227785;No
1936;Cape Verde;2002;male;22.71017;135.7461;4.23046;No
1937;Cape Verde;2003;male;22.83106;136.1098;4.230783;No
1938;Cape Verde;2004;male;22.95363;136.4909;4.231815;No
1939;Cape Verde;2005;male;23.07864;136.8748;4.233361;No
1940;Cape Verde;2006;male;23.22111;137.2996;4.238217;No
1941;Cape Verde;2007;male;23.36939;137.7295;4.243701;No
1942;Cape Verde;2008;male;23.51522;138.1368;4.247794;No
1943;Cape Verde;1980;female;20.76834;128.6364;4.592217;No
1944;Cape Verde;1981;female;20.92917;128.8583;4.584188;No
1945;Cape Verde;1982;female;21.08539;129.0467;4.580356;No
1946;Cape Verde;1983;female;21.26476;129.2955;4.575569;No
1947;Cape Verde;1984;female;21.42395;129.5905;4.570581;No
1948;Cape Verde;1985;female;21.56972;129.8959;4.568031;No
1949;Cape Verde;1986;female;21.69703;130.2361;4.562066;No
1950;Cape Verde;1987;female;21.78503;130.7496;4.549069;No
1951;Cape Verde;1988;female;21.91598;131.173;4.540496;No
1952;Cape Verde;1989;female;22.04334;131.4855;4.533098;No
1953;Cape Verde;1990;female;22.16677;131.6921;4.530441;No
1954;Cape Verde;1991;female;22.29279;131.8216;4.52809;No
1955;Cape Verde;1992;female;22.42647;131.8711;4.525772;No
1956;Cape Verde;1993;female;22.57888;131.8824;4.522188;No
1957;Cape Verde;1994;female;22.73411;131.9305;4.514182;No
1958;Cape Verde;1995;female;22.88982;132.0125;4.511948;No
1959;Cape Verde;1996;female;23.04963;132.0451;4.502096;No
1960;Cape Verde;1997;female;23.2206;132.0664;4.494375;No
1961;Cape Verde;1998;female;23.37736;132.1539;4.486084;No
1962;Cape Verde;1999;female;23.55057;132.2477;4.477729;No
1963;Cape Verde;2000;female;23.73321;132.3572;4.468367;No
1964;Cape Verde;2001;female;23.89848;132.4709;4.457129;No
1965;Cape Verde;2002;female;24.05403;132.6137;4.441919;No
1966;Cape Verde;2003;female;24.21206;132.7711;4.4239;No
1967;Cape Verde;2004;female;24.36821;132.9093;4.405647;No
1968;Cape Verde;2005;female;24.51781;133.0485;4.386738;No
1969;Cape Verde;2006;female;24.66432;133.1961;4.370449;No
1970;Cape Verde;2007;female;24.81388;133.331;4.354957;No
1971;Cape Verde;2008;female;24.96136;133.4466;4.338017;No
1972;Central African Rep.;1980;male;20.95858;133.7163;4.264942;No
1973;Central African Rep.;1981;male;20.96244;133.4999;4.25582;No
1974;Central African Rep.;1982;male;20.96119;133.2885;4.249367;No
1975;Central African Rep.;1983;male;20.94252;133.0286;4.242831;No
1976;Central African Rep.;1984;male;20.92022;132.8236;4.241031;No
1977;Central African Rep.;1985;male;20.89449;132.6223;4.240329;No
1978;Central African Rep.;1986;male;20.87539;132.4414;4.238163;No
1979;Central African Rep.;1987;male;20.85032;132.2487;4.234258;No
1980;Central African Rep.;1988;male;20.83262;132.1067;4.22986;No
1981;Central African Rep.;1989;male;20.82311;131.9869;4.224274;No
1982;Central African Rep.;1990;male;20.81775;131.901;4.217554;No
1983;Central African Rep.;1991;male;20.81553;131.829;4.208338;No
1984;Central African Rep.;1992;male;20.80177;131.7113;4.192817;No
1985;Central African Rep.;1993;male;20.78856;131.6049;4.17723;No
1986;Central African Rep.;1994;male;20.78073;131.5216;4.163442;No
1987;Central African Rep.;1995;male;20.78063;131.484;4.151534;No
1988;Central African Rep.;1996;male;20.77539;131.474;4.139872;No
1989;Central African Rep.;1997;male;20.7839;131.5201;4.128784;No
1990;Central African Rep.;1998;male;20.79623;131.5859;4.119055;No
1991;Central African Rep.;1999;male;20.81486;131.6809;4.112553;No
1992;Central African Rep.;2000;male;20.83702;131.8155;4.108732;No
1993;Central African Rep.;2001;male;20.861;131.982;4.104325;No
1994;Central African Rep.;2002;male;20.8806;132.1501;4.099465;No
1995;Central African Rep.;2003;male;20.88965;132.3143;4.092576;No
1996;Central African Rep.;2004;male;20.90453;132.5108;4.085362;No
1997;Central African Rep.;2005;male;20.92015;132.7061;4.078778;No
1998;Central African Rep.;2006;male;20.94058;132.9166;4.071838;No
1999;Central African Rep.;2007;male;20.96435;133.1217;4.06486;No
2000;Central African Rep.;2008;male;20.99095;133.3318;4.058743;No
2001;Central African Rep.;1980;female;19.86438;129.7034;4.645996;No
2002;Central African Rep.;1981;female;19.94146;129.7189;4.630384;No
2003;Central African Rep.;1982;female;20.0128;129.7156;4.615584;No
2004;Central African Rep.;1983;female;20.06132;129.6185;4.59946;No
2005;Central African Rep.;1984;female;20.10716;129.5314;4.585611;No
2006;Central African Rep.;1985;female;20.15377;129.4334;4.572466;No
2007;Central African Rep.;1986;female;20.21535;129.3645;4.559372;No
2008;Central African Rep.;1987;female;20.27017;129.2791;4.5447;No
2009;Central African Rep.;1988;female;20.33582;129.2278;4.531023;No
2010;Central African Rep.;1989;female;20.41186;129.2175;4.517;No
2011;Central African Rep.;1990;female;20.49137;129.2227;4.503155;No
2012;Central African Rep.;1991;female;20.5693;129.24;4.487482;No
2013;Central African Rep.;1992;female;20.63324;129.2233;4.46689;No
2014;Central African Rep.;1993;female;20.69771;129.2088;4.447254;No
2015;Central African Rep.;1994;female;20.77622;129.2067;4.429588;No
2016;Central African Rep.;1995;female;20.86568;129.2268;4.414158;No
2017;Central African Rep.;1996;female;20.94705;129.2283;4.398651;No
2018;Central African Rep.;1997;female;21.04252;129.2845;4.385038;No
2019;Central African Rep.;1998;female;21.14819;129.3606;4.372105;No
2020;Central African Rep.;1999;female;21.26699;129.45;4.36155;No
2021;Central African Rep.;2000;female;21.39235;129.5416;4.353144;No
2022;Central African Rep.;2001;female;21.52312;129.6528;4.344323;No
2023;Central African Rep.;2002;female;21.65306;129.7636;4.334562;No
2024;Central African Rep.;2003;female;21.77313;129.8681;4.322562;No
2025;Central African Rep.;2004;female;21.89388;129.9942;4.310398;No
2026;Central African Rep.;2005;female;22.01089;130.1264;4.29739;No
2027;Central African Rep.;2006;female;22.1374;130.2746;4.284446;No
2028;Central African Rep.;2007;female;22.26918;130.4288;4.271604;No
2029;Central African Rep.;2008;female;22.40158;130.582;4.259079;No
2030;Chad;1980;male;20.22551;130.3407;4.142391;No
2031;Chad;1981;male;20.2271;130.0967;4.120168;No
2032;Chad;1982;male;20.2314;129.8736;4.099837;No
2033;Chad;1983;male;20.25014;129.7333;4.084016;No
2034;Chad;1984;male;20.27327;129.5942;4.066913;No
2035;Chad;1985;male;20.31534;129.5169;4.055437;No
2036;Chad;1986;male;20.34928;129.455;4.046724;No
2037;Chad;1987;male;20.37757;129.402;4.036942;No
2038;Chad;1988;male;20.41912;129.3774;4.029594;No
2039;Chad;1989;male;20.46667;129.4091;4.024012;No
2040;Chad;1990;male;20.50477;129.4179;4.015387;No
2041;Chad;1991;male;20.54673;129.4111;4.005593;No
2042;Chad;1992;male;20.5876;129.3931;3.995731;No
2043;Chad;1993;male;20.61301;129.3705;3.984048;No
2044;Chad;1994;male;20.6328;129.2325;3.968188;No
2045;Chad;1995;male;20.66849;129.2349;3.953657;No
2046;Chad;1996;male;20.70319;129.2557;3.939683;No
2047;Chad;1997;male;20.74174;129.31;3.926189;No
2048;Chad;1998;male;20.78687;129.3674;3.912461;No
2049;Chad;1999;male;20.83189;129.4757;3.900169;No
2050;Chad;2000;male;20.86887;129.6127;3.888576;No
2051;Chad;2001;male;20.91294;129.771;3.876942;No
2052;Chad;2002;male;20.96196;129.9808;3.86886;No
2053;Chad;2003;male;21.02777;130.199;3.867877;No
2054;Chad;2004;male;21.12698;130.4685;3.877287;No
2055;Chad;2005;male;21.22857;130.7173;3.887759;No
2056;Chad;2006;male;21.32338;130.9338;3.896643;No
2057;Chad;2007;male;21.40464;131.092;3.906231;No
2058;Chad;2008;male;21.48569;131.2404;3.91234;No
2059;Chad;1980;female;19.17238;122.5937;4.533818;No
2060;Chad;1981;female;19.19621;122.6908;4.509573;No
2061;Chad;1982;female;19.22638;122.8192;4.486235;No
2062;Chad;1983;female;19.27967;123.0252;4.467058;No
2063;Chad;1984;female;19.3374;123.2645;4.447294;No
2064;Chad;1985;female;19.44676;123.5855;4.432779;No
2065;Chad;1986;female;19.53491;123.8461;4.418835;No
2066;Chad;1987;female;19.60911;124.0833;4.403165;No
2067;Chad;1988;female;19.71453;124.3755;4.389605;No
2068;Chad;1989;female;19.81982;124.6668;4.37782;No
2069;Chad;1990;female;19.90881;124.9003;4.363346;No
2070;Chad;1991;female;20.02533;125.1286;4.347785;No
2071;Chad;1992;female;20.14354;125.3321;4.332196;No
2072;Chad;1993;female;20.22948;125.4649;4.314695;No
2073;Chad;1994;female;20.33359;125.5962;4.292361;No
2074;Chad;1995;female;20.43496;125.7462;4.273886;No
2075;Chad;1996;female;20.53392;125.8842;4.254926;No
2076;Chad;1997;female;20.64782;126.0218;4.236996;No
2077;Chad;1998;female;20.76043;126.1961;4.218578;No
2078;Chad;1999;female;20.87342;126.3613;4.201015;No
2079;Chad;2000;female;20.97976;126.5092;4.183005;No
2080;Chad;2001;female;21.08121;126.6976;4.164471;No
2081;Chad;2002;female;21.18393;126.8861;4.14814;No
2082;Chad;2003;female;21.30248;127.0799;4.135836;No
2083;Chad;2004;female;21.44518;127.2924;4.131128;No
2084;Chad;2005;female;21.58676;127.4874;4.126246;No
2085;Chad;2006;female;21.72089;127.6515;4.119222;No
2086;Chad;2007;female;21.8377;127.7603;4.110656;No
2087;Chad;2008;female;21.95424;127.864;4.099921;No
2088;Chile;1980;male;24.48362;133.388;5.021758;No
2089;Chile;1981;male;24.56329;133.216;5.020659;No
2090;Chile;1982;male;24.62478;132.9549;5.013341;No
2091;Chile;1983;male;24.67812;132.659;5.004293;No
2092;Chile;1984;male;24.73825;132.4069;4.996066;No
2093;Chile;1985;male;24.79547;132.2067;4.990705;No
2094;Chile;1986;male;24.8453;132.0095;4.987624;No
2095;Chile;1987;male;24.89825;131.8549;4.987348;No
2096;Chile;1988;male;24.96211;131.7751;4.98925;No
2097;Chile;1989;male;25.04196;131.7696;4.995253;No
2098;Chile;1990;male;25.12311;131.7362;4.999843;No
2099;Chile;1991;male;25.21;131.6993;5.004418;Yes
2100;Chile;1992;male;25.32067;131.7204;5.010682;Yes
2101;Chile;1993;male;25.43773;131.7464;5.017898;Yes
2102;Chile;1994;male;25.55295;131.7604;5.024408;Yes
2103;Chile;1995;male;25.66344;131.7467;5.030527;Yes
2104;Chile;1996;male;25.77917;131.7524;5.034715;Yes
2105;Chile;1997;male;25.88624;131.7966;5.039876;Yes
2106;Chile;1998;male;25.98953;131.8547;5.042847;Yes
2107;Chile;1999;male;26.08188;131.9162;5.040709;Yes
2108;Chile;2000;male;26.17741;132.0051;5.037092;Yes
2109;Chile;2001;male;26.26824;132.1081;5.030156;Yes
2110;Chile;2002;male;26.36532;132.2429;5.019424;Yes
2111;Chile;2003;male;26.46749;132.4155;5.009424;Yes
2112;Chile;2004;male;26.57109;132.5969;4.998307;No
2113;Chile;2005;male;26.67952;132.7963;4.988521;No
2114;Chile;2006;male;26.79366;133.0114;4.980091;No
2115;Chile;2007;male;26.90237;133.254;4.975132;No
2116;Chile;2008;male;27.01542;133.4792;4.969195;No
2117;Chile;1980;female;23.98293;130.0642;5.113205;No
2118;Chile;1981;female;24.14295;129.947;5.115374;No
2119;Chile;1982;female;24.26083;129.7422;5.111425;No
2120;Chile;1983;female;24.36695;129.4997;5.10581;No
2121;Chile;1984;female;24.47601;129.3038;5.100949;No
2122;Chile;1985;female;24.57872;129.1039;5.09803;No
2123;Chile;1986;female;24.6857;128.8811;5.095227;No
2124;Chile;1987;female;24.79781;128.6616;5.094372;No
2125;Chile;1988;female;24.91001;128.4758;5.096025;No
2126;Chile;1989;female;25.02951;128.3259;5.101494;No
2127;Chile;1990;female;25.16493;128.1615;5.105872;No
2128;Chile;1991;female;25.30107;128.0284;5.109351;No
2129;Chile;1992;female;25.47528;127.934;5.117034;No
2130;Chile;1993;female;25.65157;127.8364;5.125626;No
2131;Chile;1994;female;25.82232;127.7303;5.132082;No
2132;Chile;1995;female;26.01776;127.5792;5.13661;No
2133;Chile;1996;female;26.2099;127.4468;5.138577;No
2134;Chile;1997;female;26.38454;127.2849;5.139057;No
2135;Chile;1998;female;26.55244;127.1097;5.136405;No
2136;Chile;1999;female;26.70035;126.9356;5.128223;No
2137;Chile;2000;female;26.84574;126.7715;5.118079;No
2138;Chile;2001;female;26.98724;126.6099;5.104337;No
2139;Chile;2002;female;27.13405;126.4672;5.088821;No
2140;Chile;2003;female;27.26867;126.3303;5.073647;No
2141;Chile;2004;female;27.39912;126.204;5.056951;No
2142;Chile;2005;female;27.53305;126.0669;5.041081;No
2143;Chile;2006;female;27.67001;125.9197;5.026594;No
2144;Chile;2007;female;27.79856;125.7291;5.01407;No
2145;Chile;2008;female;27.92807;125.5417;5.000559;No
2146;China;1980;male;21.5784;129.1048;4.208016;No
2147;China;1981;male;21.58356;128.4638;4.200512;No
2148;China;1982;male;21.5955;127.8063;4.194007;No
2149;China;1983;male;21.61408;127.1543;4.188126;No
2150;China;1984;male;21.64363;126.564;4.186815;No
2151;China;1985;male;21.67833;126.037;4.189004;No
2152;China;1986;male;21.71745;125.5961;4.193437;No
2153;China;1987;male;21.7639;125.2808;4.199419;No
2154;China;1988;male;21.81317;125.0584;4.207877;No
2155;China;1989;male;21.85731;124.8782;4.213904;No
2156;China;1990;male;21.90382;124.7304;4.218391;No
2157;China;1991;male;21.95193;124.6361;4.22557;No
2158;China;1992;male;22.00604;124.5553;4.234871;No
2159;China;1993;male;22.0732;124.4861;4.245037;No
2160;China;1994;male;22.1511;124.4556;4.258752;No
2161;China;1995;male;22.23897;124.4757;4.274987;No
2162;China;1996;male;22.31367;124.4907;4.289464;No
2163;China;1997;male;22.387;124.6012;4.305672;No
2164;China;1998;male;22.44676;124.7606;4.320533;No
2165;China;1999;male;22.49909;124.9979;4.336358;No
2166;China;2000;male;22.54068;125.2585;4.351437;No
2167;China;2001;male;22.57822;125.5504;4.367475;No
2168;China;2002;male;22.61654;125.8521;4.384617;No
2169;China;2003;male;22.65637;126.1581;4.403685;No
2170;China;2004;male;22.69719;126.4629;4.421952;No
2171;China;2005;male;22.74628;126.7851;4.439977;No
2172;China;2006;male;22.80042;127.1107;4.459774;No
2173;China;2007;male;22.86161;127.4165;4.4795;No
2174;China;2008;male;22.92176;127.7052;4.498724;No
2175;China;1980;female;21.91721;125.7083;4.310562;No
2176;China;1981;female;21.90834;125.3245;4.29581;No
2177;China;1982;female;21.91792;124.9655;4.281903;No
2178;China;1983;female;21.93416;124.6237;4.268712;No
2179;China;1984;female;21.96185;124.3166;4.259321;No
2180;China;1985;female;21.99321;124.024;4.253347;No
2181;China;1986;female;22.02733;123.7744;4.250126;No
2182;China;1987;female;22.05982;123.5962;4.249247;No
2183;China;1988;female;22.08346;123.442;4.250392;No
2184;China;1989;female;22.09101;123.3008;4.249612;No
2185;China;1990;female;22.10147;123.1926;4.248155;No
2186;China;1991;female;22.11669;123.0791;4.250303;No
2187;China;1992;female;22.15367;122.9621;4.256275;No
2188;China;1993;female;22.19982;122.8818;4.265924;No
2189;China;1994;female;22.25368;122.8275;4.280843;No
2190;China;1995;female;22.31248;122.8098;4.299328;No
2191;China;1996;female;22.37993;122.7874;4.316738;No
2192;China;1997;female;22.43812;122.8077;4.336982;No
2193;China;1998;female;22.49949;122.8502;4.357621;No
2194;China;1999;female;22.54523;122.9424;4.379567;No
2195;China;2000;female;22.60003;123.0561;4.40222;No
2196;China;2001;female;22.64198;123.2028;4.426363;No
2197;China;2002;female;22.67688;123.3793;4.451926;No
2198;China;2003;female;22.72156;123.5496;4.479529;No
2199;China;2004;female;22.77469;123.7103;4.506328;No
2200;China;2005;female;22.82195;123.8767;4.532025;No
2201;China;2006;female;22.85678;124.0353;4.558269;No
2202;China;2007;female;22.88607;124.1809;4.584919;No
2203;China;2008;female;22.91041;124.2903;4.611427;No
2204;Colombia;1980;male;22.07035;132.2899;4.885347;No
2205;Colombia;1981;male;22.1769;131.8413;4.887441;No
2206;Colombia;1982;male;22.26799;131.3559;4.890262;No
2207;Colombia;1983;male;22.36244;130.8566;4.890088;No
2208;Colombia;1984;male;22.45181;130.3672;4.891843;No
2209;Colombia;1985;male;22.54068;129.8864;4.894402;No
2210;Colombia;1986;male;22.63499;129.4477;4.897739;No
2211;Colombia;1987;male;22.73777;129.0337;4.899282;No
2212;Colombia;1988;male;22.84228;128.6668;4.903597;No
2213;Colombia;1989;male;22.9499;128.3203;4.908638;No
2214;Colombia;1990;male;23.05701;127.9844;4.915495;No
2215;Colombia;1991;male;23.16434;127.6685;4.921762;No
2216;Colombia;1992;male;23.27852;127.3672;4.922944;No
2217;Colombia;1993;male;23.39628;127.0955;4.924163;No
2218;Colombia;1994;male;23.51334;126.8552;4.926654;No
2219;Colombia;1995;male;23.6395;126.6731;4.9281;No
2220;Colombia;1996;male;23.75218;126.515;4.927552;No
2221;Colombia;1997;male;23.86203;126.3995;4.924173;No
2222;Colombia;1998;male;23.95979;126.3422;4.91978;No
2223;Colombia;1999;male;24.05208;126.3493;4.909637;No
2224;Colombia;2000;male;24.14347;126.4338;4.896957;No
2225;Colombia;2001;male;24.23406;126.6168;4.882634;No
2226;Colombia;2002;male;24.32036;126.9059;4.866063;No
2227;Colombia;2003;male;24.40818;127.2816;4.847953;No
2228;Colombia;2004;male;24.4994;127.7465;4.830788;No
2229;Colombia;2005;male;24.59634;128.3128;4.815115;No
2230;Colombia;2006;male;24.70577;128.953;4.800244;No
2231;Colombia;2007;male;24.82307;129.6302;4.7851;No
2232;Colombia;2008;male;24.94041;130.2999;4.76945;No
2233;Colombia;1980;female;23.41736;127.6211;4.902405;No
2234;Colombia;1981;female;23.5646;127.4491;4.913582;No
2235;Colombia;1982;female;23.69855;127.202;4.923564;No
2236;Colombia;1983;female;23.82533;126.962;4.931586;No
2237;Colombia;1984;female;23.94818;126.6896;4.940312;No
2238;Colombia;1985;female;24.06766;126.4069;4.949091;No
2239;Colombia;1986;female;24.18964;126.1357;4.958349;No
2240;Colombia;1987;female;24.31597;125.9056;4.966765;No
2241;Colombia;1988;female;24.43749;125.6615;4.977482;No
2242;Colombia;1989;female;24.56007;125.4155;4.988587;No
2243;Colombia;1990;female;24.68184;125.1574;5.000924;No
2244;Colombia;1991;female;24.79842;124.8983;5.012661;No
2245;Colombia;1992;female;24.91628;124.6946;5.021848;No
2246;Colombia;1993;female;25.03867;124.4903;5.032104;No
2247;Colombia;1994;female;25.16083;124.2784;5.043376;No
2248;Colombia;1995;female;25.28646;124.0942;5.054674;No
2249;Colombia;1996;female;25.4035;123.9037;5.062048;No
2250;Colombia;1997;female;25.51138;123.7423;5.065555;No
2251;Colombia;1998;female;25.608;123.5757;5.066082;No
2252;Colombia;1999;female;25.68912;123.4594;5.060476;No
2253;Colombia;2000;female;25.76325;123.3908;5.050139;No
2254;Colombia;2001;female;25.82815;123.3629;5.035693;No
