;Country;Year;Sex;BMI;SBP;FAT;AtRisk
0;Afghanistan;1980;male;21.48678;125.1991;4.582847;No
1;Afghanistan;1981;male;21.46552;125.2157;4.575943;No
2;Afghanistan;1982;male;21.45145;125.2491;4.570482;No
3;Afghanistan;1983;male;21.43822;125.309;4.566239;No
4;Afghanistan;1984;male;21.42734;125.3442;4.561473;No
5;Afghanistan;1985;male;21.41222;125.3584;4.555119;No
6;Afghanistan;1986;male;21.40132;125.4051;4.550215;No
7;Afghanistan;1987;male;21.37679;125.4011;4.54051;No
8;Afghanistan;1988;male;21.34018;125.3434;4.524835;No
9;Afghanistan;1989;male;21.29845;125.2586;4.507305;No
10;Afghanistan;1990;male;21.24818;125.1438;4.485937;No
11;Afghanistan;1991;male;21.20269;125.0541;4.466601;No
12;Afghanistan;1992;male;21.14238;124.9136;4.440605;No
13;Afghanistan;1993;male;21.06376;124.7142;4.407258;No
14;Afghanistan;1994;male;20.97987;124.5248;4.37231;No
15;Afghanistan;1995;male;20.91132;124.3947;4.340544;No
16;Afghanistan;1996;male;20.85155;124.3387;4.312903;No
17;Afghanistan;1997;male;20.81307;124.354;4.290718;No
18;Afghanistan;1998;male;20.78591;124.4236;4.272516;No
19;Afghanistan;1999;male;20.75469;124.5021;4.251635;No
20;Afghanistan;2000;male;20.69521;124.5272;4.221958;No
21;Afghanistan;2001;male;20.62643;124.5751;4.190959;No
22;Afghanistan;2002;male;20.59848;124.7101;4.171098;No
23;Afghanistan;2003;male;20.58706;124.8847;4.155508;No
24;Afghanistan;2004;male;20.57759;125.041;4.139688;No
25;Afghanistan;2005;male;20.58084;125.2112;4.127613;No
26;Afghanistan;2006;male;20.58749;125.3705;4.115781;No
27;Afghanistan;2007;male;20.60246;125.5242;4.106099;No
28;Afghanistan;2008;male;20.62058;125.6672;4.095997;No
29;Afghanistan;1980;female;20.44348;122.0799;4.644476;No
30;Afghanistan;1981;female;20.47765;122.2677;4.637118;No
31;Afghanistan;1982;female;20.52292;122.4872;4.63077;No
32;Afghanistan;1983;female;20.56493;122.7061;4.625318;No
33;Afghanistan;1984;female;20.60867;122.9095;4.619873;No
34;Afghanistan;1985;female;20.64796;123.0919;4.613289;No
35;Afghanistan;1986;female;20.68983;123.2892;4.607698;No
36;Afghanistan;1987;female;20.70902;123.4189;4.59808;No
37;Afghanistan;1988;female;20.71512;123.5137;4.583443;No
38;Afghanistan;1989;female;20.71421;123.5832;4.567768;No
39;Afghanistan;1990;female;20.70504;123.6358;4.548429;No
40;Afghanistan;1991;female;20.70117;123.6932;4.530924;No
41;Afghanistan;1992;female;20.67746;123.702;4.508653;No
42;Afghanistan;1993;female;20.63639;123.6624;4.48069;No
43;Afghanistan;1994;female;20.59074;123.6136;4.451836;No
44;Afghanistan;1995;female;20.5675;123.6216;4.425866;No
45;Afghanistan;1996;female;20.55575;123.6593;4.402843;No
46;Afghanistan;1997;female;20.56759;123.7363;4.385135;No
47;Afghanistan;1998;female;20.59306;123.8316;4.371499;No
48;Afghanistan;1999;female;20.61717;123.9363;4.356148;No
49;Afghanistan;2000;female;20.6185;124.0053;4.333604;No
50;Afghanistan;2001;female;20.61353;124.0746;4.309802;No
51;Afghanistan;2002;female;20.65274;124.2085;4.29517;No
52;Afghanistan;2003;female;20.70828;124.3654;4.283724;No
53;Afghanistan;2004;female;20.76927;124.519;4.271746;No
54;Afghanistan;2005;female;20.83858;124.6693;4.262364;No
55;Afghanistan;2006;female;20.91021;124.8126;4.253473;No
56;Afghanistan;2007;female;20.9906;124.9512;4.246427;No
57;Afghanistan;2008;female;21.07402;125.0857;4.239035;No
58;Albania;1980;male;25.22533;132.927;5.006371;Yes
59;Albania;1981;male;25.23981;133.0296;5.001727;Yes
60;Albania;1982;male;25.25636;133.1459;4.995893;No
61;Albania;1983;male;25.27176;133.1868;4.988104;No
62;Albania;1984;male;25.27901;133.2048;4.98158;No
63;Albania;1985;male;25.28669;133.2577;4.977619;No
64;Albania;1986;male;25.29451;133.2506;4.971681;No
65;Albania;1987;male;25.30217;133.2931;4.968798;No
66;Albania;1988;male;25.3045;133.2701;4.964878;No
67;Albania;1989;male;25.31944;133.2469;4.961949;No
68;Albania;1990;male;25.32357;133.1286;4.957453;No
69;Albania;1991;male;25.28452;132.8971;4.939636;No
70;Albania;1992;male;25.23077;132.5104;4.916519;No
71;Albania;1993;male;25.21192;132.1749;4.900353;No
72;Albania;1994;male;25.22115;131.9315;4.894474;No
73;Albania;1995;male;25.25874;131.8613;4.900793;No
74;Albania;1996;male;25.31097;131.7794;4.905012;No
75;Albania;1997;male;25.33988;131.718;4.901205;No
76;Albania;1998;male;25.39116;131.7238;4.897117;No
77;Albania;1999;male;25.46555;131.8057;4.895632;No
78;Albania;2000;male;25.55835;131.9823;4.89892;No
79;Albania;2001;male;25.66701;132.2176;4.903275;No
80;Albania;2002;male;25.77167;132.4619;4.905689;No
81;Albania;2003;male;25.87274;132.7057;4.906776;No
82;Albania;2004;male;25.98136;132.9587;4.90487;No
83;Albania;2005;male;26.08939;133.1678;4.900919;No
84;Albania;2006;male;26.20867;133.3954;4.897351;No
85;Albania;2007;male;26.32753;133.622;4.894249;No
86;Albania;2008;male;26.44657;133.8207;4.890784;No
87;Albania;1980;female;25.17427;132.2048;5.039529;Yes
88;Albania;1981;female;25.19088;132.1113;5.03661;Yes
89;Albania;1982;female;25.20032;132.0324;5.033352;Yes
90;Albania;1983;female;25.21906;131.9356;5.028138;Yes
91;Albania;1984;female;25.22359;131.8073;5.022292;Yes
92;Albania;1985;female;25.21257;131.6686;5.018456;Yes
93;Albania;1986;female;25.20939;131.5425;5.012306;Yes
94;Albania;1987;female;25.18918;131.3945;5.008334;Yes
95;Albania;1988;female;25.16965;131.2248;5.002822;Yes
96;Albania;1989;female;25.1537;131.097;4.998255;No
97;Albania;1990;female;25.13877;130.9075;4.991347;No
98;Albania;1991;female;25.0467;130.5571;4.973292;No
99;Albania;1992;female;24.96615;130.147;4.950126;No
100;Albania;1993;female;24.93558;129.8305;4.93395;No
101;Albania;1994;female;24.93562;129.5667;4.926387;No
102;Albania;1995;female;24.93706;129.3526;4.929114;No
103;Albania;1996;female;24.96643;129.1957;4.930645;No
104;Albania;1997;female;24.96754;129.0459;4.924534;No
105;Albania;1998;female;25.0022;128.9779;4.919365;No
106;Albania;1999;female;25.06254;128.9691;4.916494;No
107;Albania;2000;female;25.12797;128.9903;4.917402;No
108;Albania;2001;female;25.20332;129.031;4.919429;No
109;Albania;2002;female;25.27082;129.0609;4.918646;No
110;Albania;2003;female;25.33198;129.0753;4.915379;No
111;Albania;2004;female;25.39804;129.1085;4.90998;No
112;Albania;2005;female;25.46525;129.1311;4.902183;No
113;Albania;2006;female;25.53328;129.16;4.895111;No
114;Albania;2007;female;25.59394;129.1707;4.888237;No
115;Albania;2008;female;25.65726;129.1636;4.881235;No
116;Algeria;1980;male;22.25703;132.4093;4.925933;No
117;Algeria;1981;male;22.34745;132.171;4.919521;No
118;Algeria;1982;male;22.43647;131.9649;4.914258;No
119;Algeria;1983;male;22.52105;131.7835;4.913837;No
120;Algeria;1984;male;22.60633;131.6161;4.911134;No
121;Algeria;1985;male;22.69501;131.4345;4.907856;No
122;Algeria;1986;male;22.76979;131.2326;4.901825;No
123;Algeria;1987;male;22.84096;131.0388;4.895566;No
124;Algeria;1988;male;22.90644;130.8046;4.884584;No
125;Algeria;1989;male;22.97931;130.5779;4.872994;No
126;Algeria;1990;male;23.046;130.3509;4.864034;No
127;Algeria;1991;male;23.11333;130.1156;4.851894;No
128;Algeria;1992;male;23.18776;129.8692;4.836873;No
129;Algeria;1993;male;23.25764;129.6309;4.823294;No
130;Algeria;1994;male;23.32273;129.4411;4.80947;No
131;Algeria;1995;male;23.39526;129.2861;4.795215;No
132;Algeria;1996;male;23.46811;129.1701;4.780089;No
133;Algeria;1997;male;23.5416;129.1221;4.76792;No
134;Algeria;1998;male;23.61592;129.0953;4.756511;No
135;Algeria;1999;male;23.69486;129.1106;4.743488;No
136;Algeria;2000;male;23.77659;129.2023;4.734174;No
137;Algeria;2001;male;23.86256;129.2934;4.722526;No
138;Algeria;2002;male;23.95294;129.4057;4.711596;No
139;Algeria;2003;male;24.05243;129.5286;4.701297;No
140;Algeria;2004;male;24.15957;129.6348;4.694086;No
141;Algeria;2005;male;24.27001;129.7574;4.686355;No
142;Algeria;2006;male;24.3827;129.8688;4.678111;No
143;Algeria;2007;male;24.48846;129.9521;4.671032;No
144;Algeria;2008;male;24.5962;130.0443;4.663696;No
145;Algeria;1980;female;23.67764;130.8334;4.976215;No
146;Algeria;1981;female;23.80702;130.9079;4.975257;No
147;Algeria;1982;female;23.92626;130.979;4.974508;No
148;Algeria;1983;female;24.03604;131.0057;4.976556;No
149;Algeria;1984;female;24.1363;131.0516;4.976963;No
150;Algeria;1985;female;24.24213;131.0851;4.977419;No
151;Algeria;1986;female;24.33652;131.0921;4.974378;No
152;Algeria;1987;female;24.42523;131.0759;4.971097;No
153;Algeria;1988;female;24.50904;131.0466;4.963965;No
154;Algeria;1989;female;24.59436;131.0389;4.957217;No
155;Algeria;1990;female;24.67546;130.9832;4.951503;No
156;Algeria;1991;female;24.75504;130.9336;4.943736;No
157;Algeria;1992;female;24.8421;130.9077;4.934966;No
158;Algeria;1993;female;24.92523;130.8419;4.927216;No
159;Algeria;1994;female;24.9955;130.7601;4.919125;No
160;Algeria;1995;female;25.07258;130.6985;4.910337;No
161;Algeria;1996;female;25.15;130.657;4.900048;No
162;Algeria;1997;female;25.22635;130.5991;4.891668;No
163;Algeria;1998;female;25.3097;130.5447;4.883001;No
164;Algeria;1999;female;25.40139;130.5142;4.873433;No
165;Algeria;2000;female;25.49389;130.4688;4.866559;No
166;Algeria;2001;female;25.59477;130.4379;4.85758;No
167;Algeria;2002;female;25.69948;130.4024;4.848951;No
168;Algeria;2003;female;25.81168;130.373;4.841351;No
169;Algeria;2004;female;25.93081;130.3041;4.836602;No
170;Algeria;2005;female;26.03886;130.2373;4.831645;No
171;Algeria;2006;female;26.15054;130.1542;4.826501;No
172;Algeria;2007;female;26.26096;130.0306;4.821301;No
173;Algeria;2008;female;26.36841;129.9049;4.815735;No
174;Andorra;1980;male;25.66652;140.8585;6.178972;Yes
175;Andorra;1981;male;25.70868;140.1076;6.14385;Yes
176;Andorra;1982;male;25.74681;139.3727;6.108996;Yes
177;Andorra;1983;male;25.7825;138.6457;6.077504;Yes
178;Andorra;1984;male;25.81874;137.9525;6.047321;Yes
179;Andorra;1985;male;25.85236;137.3192;6.018569;Yes
180;Andorra;1986;male;25.89089;136.7997;5.991545;Yes
181;Andorra;1987;male;25.93414;136.3876;5.964697;Yes
182;Andorra;1988;male;25.98477;136.0668;5.941315;Yes
183;Andorra;1989;male;26.0445;135.7991;5.921647;Yes
184;Andorra;1990;male;26.10936;135.5394;5.898942;Yes
185;Andorra;1991;male;26.17912;135.2648;5.875875;Yes
186;Andorra;1992;male;26.24017;134.9872;5.852308;Yes
187;Andorra;1993;male;26.30356;134.6827;5.826815;Yes
188;Andorra;1994;male;26.36793;134.3801;5.80229;Yes
189;Andorra;1995;male;26.43569;134.094;5.778216;Yes
190;Andorra;1996;male;26.50769;133.8172;5.753525;Yes
191;Andorra;1997;male;26.58255;133.5845;5.732058;Yes
192;Andorra;1998;male;26.66337;133.3496;5.711629;Yes
193;Andorra;1999;male;26.75078;133.122;5.691342;Yes
194;Andorra;2000;male;26.83179;132.9088;5.671508;Yes
195;Andorra;2001;male;26.92373;132.7174;5.653838;Yes
196;Andorra;2002;male;27.02525;132.5272;5.636606;Yes
197;Andorra;2003;male;27.12481;132.3629;5.623507;Yes
198;Andorra;2004;male;27.23107;132.1891;5.609258;Yes
199;Andorra;2005;male;27.32827;132.0176;5.594193;Yes
200;Andorra;2006;male;27.43588;131.8713;5.582063;Yes
201;Andorra;2007;male;27.53363;131.7202;5.570358;Yes
202;Andorra;2008;male;27.63048;131.5517;5.557206;Yes
203;Andorra;1980;female;25.67324;136.604;6.132187;Yes
204;Andorra;1981;female;25.69018;135.973;6.101291;Yes
205;Andorra;1982;female;25.69922;135.3111;6.069412;Yes
206;Andorra;1983;female;25.70089;134.6178;6.038793;Yes
207;Andorra;1984;female;25.70584;133.931;6.008447;Yes
208;Andorra;1985;female;25.70877;133.2704;5.977998;Yes
209;Andorra;1986;female;25.71239;132.6709;5.948506;Yes
210;Andorra;1987;female;25.72437;132.1498;5.918512;Yes
211;Andorra;1988;female;25.74523;131.6667;5.890226;Yes
212;Andorra;1989;female;25.77649;131.2018;5.864313;Yes
213;Andorra;1990;female;25.81199;130.7709;5.836336;Yes
214;Andorra;1991;female;25.85168;130.333;5.808321;Yes
215;Andorra;1992;female;25.87593;129.8653;5.77918;No
216;Andorra;1993;female;25.89671;129.3811;5.749439;No
217;Andorra;1994;female;25.91898;128.8624;5.721498;No
218;Andorra;1995;female;25.93933;128.3204;5.694229;No
219;Andorra;1996;female;25.96645;127.7735;5.666466;No
220;Andorra;1997;female;25.99661;127.221;5.640588;No
221;Andorra;1998;female;26.03351;126.6733;5.616026;No
222;Andorra;1999;female;26.07432;126.1448;5.59235;No
223;Andorra;2000;female;26.10622;125.6144;5.568902;No
224;Andorra;2001;female;26.14707;125.1168;5.548213;No
225;Andorra;2002;female;26.19542;124.6455;5.52906;No
226;Andorra;2003;female;26.23892;124.1528;5.513778;No
227;Andorra;2004;female;26.28851;123.6848;5.499101;No
228;Andorra;2005;female;26.32247;123.226;5.484156;No
229;Andorra;2006;female;26.36846;122.7688;5.474519;No
230;Andorra;2007;female;26.40095;122.2979;5.465222;No
231;Andorra;2008;female;26.43196;121.8377;5.456065;No
232;Angola;1980;male;20.94876;135.1761;4.524107;No
233;Angola;1981;male;20.94371;134.8481;4.509693;No
234;Angola;1982;male;20.93754;134.5637;4.496962;No
235;Angola;1983;male;20.93187;134.2894;4.484571;No
236;Angola;1984;male;20.93569;134.0817;4.475721;No
237;Angola;1985;male;20.94857;133.9246;4.469586;No
238;Angola;1986;male;20.9603;133.7804;4.461452;No
239;Angola;1987;male;20.98025;133.6974;4.457127;No
240;Angola;1988;male;21.01375;133.6655;4.45422;No
241;Angola;1989;male;21.05269;133.6416;4.451282;No
242;Angola;1990;male;21.09007;133.5714;4.445776;No
243;Angola;1991;male;21.12136;133.4615;4.438754;No
244;Angola;1992;male;21.14987;133.3288;4.427119;No
245;Angola;1993;male;21.13938;133.0791;4.404628;No
246;Angola;1994;male;21.14186;132.8687;4.37934;No
247;Angola;1995;male;21.16022;132.7094;4.35884;No
248;Angola;1996;male;21.19076;132.5802;4.344785;No
249;Angola;1997;male;21.22621;132.4783;4.335147;No
250;Angola;1998;male;21.27082;132.4305;4.32952;No
251;Angola;1999;male;21.31954;132.4099;4.325931;No
252;Angola;2000;male;21.3748;132.437;4.322815;No
253;Angola;2001;male;21.43664;132.4967;4.321519;No
254;Angola;2002;male;21.51765;132.5976;4.325346;No
255;Angola;2003;male;21.59924;132.6973;4.330437;No
256;Angola;2004;male;21.69218;132.816;4.336073;No
257;Angola;2005;male;21.80564;132.976;4.346258;No
258;Angola;2006;male;21.93881;133.166;4.359311;No
259;Angola;2007;male;22.08962;133.3769;4.375734;No
260;Angola;2008;male;22.25083;133.5843;4.39371;No
261;Angola;1980;female;20.06763;130.0896;4.789354;No
262;Angola;1981;female;20.12766;129.9897;4.769557;No
263;Angola;1982;female;20.19464;129.8756;4.75133;No
264;Angola;1983;female;20.26439;129.7749;4.73355;No
265;Angola;1984;female;20.3411;129.7096;4.719231;No
266;Angola;1985;female;20.42624;129.6741;4.707431;No
267;Angola;1986;female;20.51389;129.6562;4.693793;No
268;Angola;1987;female;20.60929;129.6698;4.683528;No
269;Angola;1988;female;20.70945;129.7407;4.674458;No
270;Angola;1989;female;20.80873;129.8161;4.665655;No
271;Angola;1990;female;20.914;129.8817;4.654712;No
272;Angola;1991;female;21.00432;129.9326;4.641436;No
273;Angola;1992;female;21.08987;129.9633;4.62586;No
274;Angola;1993;female;21.13495;129.8706;4.601013;No
275;Angola;1994;female;21.18443;129.8529;4.575961;No
276;Angola;1995;female;21.25985;129.8544;4.555784;No
277;Angola;1996;female;21.36478;129.8636;4.540168;No
278;Angola;1997;female;21.47863;129.8612;4.527718;No
279;Angola;1998;female;21.60939;129.8606;4.518808;No
280;Angola;1999;female;21.76054;129.8515;4.511637;No
281;Angola;2000;female;21.91293;129.8701;4.50508;No
282;Angola;2001;female;22.07646;129.894;4.499903;No
283;Angola;2002;female;22.26093;129.9282;4.499115;No
284;Angola;2003;female;22.44571;129.9443;4.498331;No
285;Angola;2004;female;22.63536;129.9746;4.498226;No
286;Angola;2005;female;22.83412;130.0129;4.501854;No
287;Angola;2006;female;23.04406;130.0599;4.508352;No
288;Angola;2007;female;23.2633;130.1006;4.517577;No
289;Angola;2008;female;23.48431;130.1247;4.528061;No
290;Antigua and Barbuda;1980;male;23.31424;132.5722;4.868222;No
291;Antigua and Barbuda;1981;male;23.39054;132.4046;4.860266;No
292;Antigua and Barbuda;1982;male;23.45883;132.2538;4.855206;No
293;Antigua and Barbuda;1983;male;23.53735;132.1422;4.85431;No
294;Antigua and Barbuda;1984;male;23.63584;132.0295;4.853472;No
295;Antigua and Barbuda;1985;male;23.73109;131.9592;4.855319;No
296;Antigua and Barbuda;1986;male;23.83449;131.9239;4.85859;No
297;Antigua and Barbuda;1987;male;23.93649;131.8965;4.861523;No
298;Antigua and Barbuda;1988;male;24.05364;131.9101;4.867149;No
299;Antigua and Barbuda;1989;male;24.16347;131.858;4.870599;No
300;Antigua and Barbuda;1990;male;24.26782;131.7893;4.875774;No
301;Antigua and Barbuda;1991;male;24.36568;131.6736;4.877;No
302;Antigua and Barbuda;1992;male;24.45644;131.5378;4.872542;No
303;Antigua and Barbuda;1993;male;24.54096;131.447;4.869531;No
304;Antigua and Barbuda;1994;male;24.60945;131.35;4.86393;No
305;Antigua and Barbuda;1995;male;24.66461;131.2341;4.852778;No
306;Antigua and Barbuda;1996;male;24.72544;131.1891;4.844795;No
307;Antigua and Barbuda;1997;male;24.78714;131.1746;4.836071;No
308;Antigua and Barbuda;1998;male;24.84936;131.1839;4.827497;No
309;Antigua and Barbuda;1999;male;24.91721;131.2401;4.817625;No
310;Antigua and Barbuda;2000;male;24.99158;131.3539;4.805455;No
311;Antigua and Barbuda;2001;male;25.05857;131.5108;4.793862;No
312;Antigua and Barbuda;2002;male;25.13039;131.6967;4.782971;No
313;Antigua and Barbuda;2003;male;25.20713;131.9242;4.773803;No
314;Antigua and Barbuda;2004;male;25.29898;132.1643;4.764151;No
315;Antigua and Barbuda;2005;male;25.39965;132.4058;4.757137;No
316;Antigua and Barbuda;2006;male;25.51382;132.7429;4.753496;No
317;Antigua and Barbuda;2007;male;25.64247;133.1128;4.753082;No
318;Antigua and Barbuda;2008;male;25.76602;133.4684;4.751228;No
319;Antigua and Barbuda;1980;female;24.22235;125.6712;5.013913;No
320;Antigua and Barbuda;1981;female;24.34043;125.661;5.006714;No
321;Antigua and Barbuda;1982;female;24.43933;125.6315;5.000293;No
322;Antigua and Barbuda;1983;female;24.55735;125.6406;4.997209;No
323;Antigua and Barbuda;1984;female;24.70423;125.6806;4.996626;No
324;Antigua and Barbuda;1985;female;24.86193;125.6993;4.998084;No
325;Antigua and Barbuda;1986;female;25.02937;125.738;5.00135;No
326;Antigua and Barbuda;1987;female;25.18394;125.7812;5.003486;No
327;Antigua and Barbuda;1988;female;25.35149;125.8496;5.008585;No
328;Antigua and Barbuda;1989;female;25.52673;125.8822;5.0114;No
329;Antigua and Barbuda;1990;female;25.67301;125.8859;5.014208;No
330;Antigua and Barbuda;1991;female;25.81131;125.8605;5.014114;No
331;Antigua and Barbuda;1992;female;25.95531;125.8071;5.010575;No
332;Antigua and Barbuda;1993;female;26.0634;125.743;5.007117;No
333;Antigua and Barbuda;1994;female;26.15508;125.6613;5.000807;No
334;Antigua and Barbuda;1995;female;26.22408;125.5536;4.990271;No
335;Antigua and Barbuda;1996;female;26.2935;125.4348;4.982698;No
336;Antigua and Barbuda;1997;female;26.3716;125.3219;4.975049;No
337;Antigua and Barbuda;1998;female;26.4472;125.2324;4.966626;No
338;Antigua and Barbuda;1999;female;26.528;125.1667;4.958836;No
339;Antigua and Barbuda;2000;female;26.61231;125.1344;4.950877;No
340;Antigua and Barbuda;2001;female;26.68539;125.1034;4.942736;No
341;Antigua and Barbuda;2002;female;26.76278;125.089;4.934998;No
342;Antigua and Barbuda;2003;female;26.84799;125.09;4.928563;No
343;Antigua and Barbuda;2004;female;26.96384;125.1145;4.923055;No
344;Antigua and Barbuda;2005;female;27.09834;125.1327;4.91991;No
345;Antigua and Barbuda;2006;female;27.23278;125.183;4.919503;No
346;Antigua and Barbuda;2007;female;27.37364;125.2432;4.922908;No
347;Antigua and Barbuda;2008;female;27.50545;125.2989;4.924793;No
348;Argentina;1980;male;25.37913;131.5249;5.373297;Yes
349;Argentina;1981;male;25.44951;131.1427;5.364064;Yes
350;Argentina;1982;male;25.50242;130.6854;5.34767;Yes
351;Argentina;1983;male;25.55644;130.2539;5.331813;Yes
352;Argentina;1984;male;25.61271;129.8438;5.318033;No
353;Argentina;1985;male;25.66593;129.4055;5.300263;No
354;Argentina;1986;male;25.72364;129.0195;5.283949;No
355;Argentina;1987;male;25.78529;128.6777;5.270087;No
356;Argentina;1988;male;25.84428;128.3517;5.251081;No
357;Argentina;1989;male;25.8851;127.9743;5.231301;No
358;Argentina;1990;male;25.92482;127.6064;5.211366;No
359;Argentina;1991;male;25.99177;127.3107;5.195026;No
360;Argentina;1992;male;26.07642;127.0791;5.184633;No
361;Argentina;1993;male;26.17288;126.9065;5.17756;No
362;Argentina;1994;male;26.27872;126.7716;5.171901;No
363;Argentina;1995;male;26.37522;126.6326;5.163175;No
364;Argentina;1996;male;26.47182;126.5318;5.154945;No
365;Argentina;1997;male;26.57778;126.5225;5.148706;No
366;Argentina;1998;male;26.68714;126.5712;5.143845;No
367;Argentina;1999;male;26.79005;126.6269;5.137844;No
368;Argentina;2000;male;26.88103;126.6982;5.128345;No
369;Argentina;2001;male;26.96067;126.8057;5.112452;No
370;Argentina;2002;male;26.99882;126.8933;5.087207;No
371;Argentina;2003;male;27.04738;127.0136;5.066241;No
372;Argentina;2004;male;27.11001;127.1919;5.046813;No
373;Argentina;2005;male;27.18941;127.4415;5.036808;No
374;Argentina;2006;male;27.28179;127.7695;5.031795;No
375;Argentina;2007;male;27.38889;128.1427;5.029531;No
376;Argentina;2008;male;27.5017;128.5042;5.026242;No
377;Argentina;1980;female;23.84436;124.5106;5.410129;No
378;Argentina;1981;female;23.96239;124.1808;5.40147;No
379;Argentina;1982;female;24.06563;123.8345;5.385623;No
380;Argentina;1983;female;24.16711;123.5094;5.370482;No
381;Argentina;1984;female;24.27477;123.1834;5.357241;No
382;Argentina;1985;female;24.38048;122.8411;5.341568;No
383;Argentina;1986;female;24.49371;122.5602;5.3266;No
384;Argentina;1987;female;24.60935;122.3044;5.313423;No
385;Argentina;1988;female;24.71734;122.0847;5.296732;No
386;Argentina;1989;female;24.81633;121.8017;5.277948;No
387;Argentina;1990;female;24.91829;121.5246;5.258714;No
388;Argentina;1991;female;25.04809;121.3322;5.244145;No
389;Argentina;1992;female;25.19889;121.1656;5.234712;No
390;Argentina;1993;female;25.3555;121.0096;5.229097;No
391;Argentina;1994;female;25.51859;120.8723;5.22506;No
392;Argentina;1995;female;25.67636;120.7064;5.218007;No
393;Argentina;1996;female;25.83772;120.5421;5.211115;No
394;Argentina;1997;female;25.99866;120.4091;5.205398;No
395;Argentina;1998;female;26.16254;120.2726;5.200735;No
396;Argentina;1999;female;26.3257;120.1114;5.194213;No
397;Argentina;2000;female;26.47851;119.9467;5.183896;No
398;Argentina;2001;female;26.61081;119.81;5.168998;No
399;Argentina;2002;female;26.7046;119.6538;5.143871;No
400;Argentina;2003;female;26.81386;119.5038;5.121858;No
401;Argentina;2004;female;26.93257;119.3913;5.101102;No
402;Argentina;2005;female;27.06116;119.254;5.087423;No
403;Argentina;2006;female;27.19272;119.1195;5.078289;No
404;Argentina;2007;female;27.32608;119.001;5.072242;No
405;Argentina;2008;female;27.46523;118.8915;5.065472;No
406;Armenia;1980;male;23.82469;136.5225;5.163096;No
407;Armenia;1981;male;23.86401;136.4685;5.146698;No
408;Armenia;1982;male;23.91023;136.4013;5.131799;No
409;Armenia;1983;male;23.95649;136.3205;5.116898;No
410;Armenia;1984;male;24.00181;136.2199;5.101703;No
411;Armenia;1985;male;24.04083;136.1033;5.085177;No
412;Armenia;1986;male;24.08736;136.0005;5.071012;No
413;Armenia;1987;male;24.13334;135.8925;5.053893;No
414;Armenia;1988;male;24.17219;135.7892;5.036345;No
415;Armenia;1989;male;24.19556;135.6912;5.015652;No
416;Armenia;1990;male;24.20618;135.5645;4.992298;No
417;Armenia;1991;male;24.1979;135.3786;4.961424;No
418;Armenia;1992;male;24.12982;134.9878;4.908696;No
419;Armenia;1993;male;24.05854;134.5899;4.858117;No
420;Armenia;1994;male;24.02297;134.2892;4.811986;No
421;Armenia;1995;male;24.0157;134.0863;4.774352;No
422;Armenia;1996;male;24.02627;133.9068;4.738297;No
423;Armenia;1997;male;24.03885;133.7143;4.709194;No
424;Armenia;1998;male;24.071;133.6024;4.686785;No
425;Armenia;1999;male;24.11699;133.5484;4.67112;No
426;Armenia;2000;male;24.18045;133.5835;4.661123;No
427;Armenia;2001;male;24.2667;133.676;4.655137;No
428;Armenia;2002;male;24.37698;133.86;4.659803;No
429;Armenia;2003;male;24.50332;134.0215;4.664399;No
430;Armenia;2004;male;24.64178;134.2524;4.674659;No
431;Armenia;2005;male;24.81447;134.5294;4.681662;No
432;Armenia;2006;male;24.9916;134.8026;4.689582;No
433;Armenia;2007;male;25.1759;135.0587;4.699986;No
434;Armenia;2008;male;25.35542;135.2805;4.706854;No
435;Armenia;1980;female;25.77727;136.2048;5.329202;Yes
436;Armenia;1981;female;25.82968;136.0732;5.313419;Yes
437;Armenia;1982;female;25.89036;135.9257;5.299037;Yes
438;Armenia;1983;female;25.9533;135.7704;5.284414;Yes
439;Armenia;1984;female;26.01453;135.6024;5.26921;Yes
440;Armenia;1985;female;26.06321;135.4241;5.252454;Yes
441;Armenia;1986;female;26.12162;135.2464;5.238101;Yes
442;Armenia;1987;female;26.17592;135.0847;5.220863;Yes
443;Armenia;1988;female;26.21834;134.9252;5.202108;Yes
444;Armenia;1989;female;26.23481;134.7779;5.178794;Yes
445;Armenia;1990;female;26.23227;134.6072;5.152174;Yes
446;Armenia;1991;female;26.20016;134.396;5.119122;Yes
447;Armenia;1992;female;26.09322;134.0298;5.067329;Yes
448;Armenia;1993;female;25.99631;133.6498;5.016787;Yes
449;Armenia;1994;female;25.9344;133.3841;4.972368;No
450;Armenia;1995;female;25.90678;133.1795;4.936048;No
451;Armenia;1996;female;25.90632;133.0544;4.901051;No
452;Armenia;1997;female;25.93358;132.9066;4.869855;No
453;Armenia;1998;female;25.98351;132.8011;4.8445;No
454;Armenia;1999;female;26.05108;132.7051;4.824714;No
455;Armenia;2000;female;26.12674;132.6462;4.809865;No
456;Armenia;2001;female;26.2254;132.637;4.798553;No
457;Armenia;2002;female;26.33638;132.632;4.795259;No
458;Armenia;2003;female;26.46878;132.6476;4.79205;No
459;Armenia;2004;female;26.59244;132.6478;4.793014;No
460;Armenia;2005;female;26.72723;132.7288;4.794047;No
461;Armenia;2006;female;26.86115;132.7899;4.79539;No
462;Armenia;2007;female;27.00147;132.8062;4.799428;No
463;Armenia;2008;female;27.1342;132.8108;4.800741;No
464;Australia;1980;male;24.92729;134.2601;5.763054;No
465;Australia;1981;male;25.00216;134.0508;5.741682;Yes
